0.015978,0.01079,0.006024,0.004173,0.004968,0.006156,0.00811,0.009037,0.012416,0.012411,0.017332,0.018144,0.024665,0.156028,0.105343,0.050637,0.134721,0.0601,0.124308
0.048301,0.041191,0.013178,0.012055,0.011022,0.008665,0.010871,0.011546,0.015076,0.015856,0.020511,0.019678,0.031191,0.046843,0.093988,0.101441,0.064195,0.088416,0.122084
0.123372,0.062439,0.040956,0.022567,0.021347,0.021832,0.016507,0.017784,0.021132,0.022555,0.027022,0.028177,0.033954,0.044407,0.07519,0.083413,0.068391,0.083698,0.103794
0.218425,0.176623,0.056174,0.068646,0.034337,0.031986,0.03758,0.025927,0.029151,0.029936,0.034937,0.035423,0.045166,0.068563,0.080976,0.061669,0.074869,0.079441,0.166341
0.445796,0.188422,0.134322,0.092239,0.060405,0.047274,0.04249,0.055956,0.038272,0.040488,0.044378,0.047782,0.051313,0.056857,0.066901,0.165078,0.106727,0.156493,0.165121
0.594133,0.297889,0.281074,0.129359,0.107381,0.087232,0.063948,0.068774,0.082191,0.05443,0.058759,0.061119,0.07507,0.077155,0.081018,0.085579,0.109618,0.177905,0.112942
1.169684,0.486034,0.31034,0.21398,0.112242,0.121094,0.092966,0.100447,0.115069,0.130879,0.082663,0.083779,0.098916,0.09785,0.148485,0.15242,0.116732,0.124167,0.152543
1.260361,0.92547,0.328484,0.219419,0.241966,0.150493,0.155013,0.121527,0.130077,0.135904,0.16108,0.097082,0.101692,0.114167,0.127334,0.112697,0.125877,0.14431,0.207629
1.823373,0.86106,0.674057,0.335409,0.207601,0.233361,0.205916,0.154912,0.165839,0.170045,0.195769,0.204613,0.125015,0.142047,0.130229,0.154644,0.17153,0.185709,0.158758
3.689163,1.315958,0.685093,0.420306,0.258824,0.262467,0.217669,0.219709,0.208404,0.210137,0.217172,0.24406,0.257413,0.207852,0.174394,0.212874,0.210406,0.196987,0.191237
3.069125,1.487422,0.858106,0.451271,0.312555,0.296071,0.243687,0.284157,0.24333,0.252506,0.266896,0.280675,0.303499,0.360768,0.189767,0.209244,0.192922,0.215932,0.202409
3.783042,2.729631,1.047515,0.540393,0.540487,0.391872,0.396868,0.347077,0.365326,0.293788,0.305278,0.316758,0.352092,0.378848,0.371444,0.244148,0.22501,0.221566,0.232044
4.888599,4.027717,2.03565,0.711372,0.519693,0.579283,0.464145,0.400988,0.417929,0.345049,0.349957,0.372917,0.382093,0.410217,0.420186,0.405422,0.270926,0.250173,0.254585
6.068694,3.116519,1.590682,1.058437,0.671765,0.573118,0.519329,0.450281,0.463016,0.46126,0.418054,0.420283,0.428794,0.443877,0.459744,0.428119,0.469041,0.290884,0.29199
7.798771,4.351775,2.853468,1.169312,0.833304,0.696344,0.58928,0.664248,0.607698,0.615106,0.536436,0.549708,0.538479,0.545722,0.532914,0.549715,0.55005,0.552743,0.352045